/* DATA DESCRIPTION:
Citation:	Channell, James E T; Hodell, David A; Xuang, Chuang; Mazaud, Alain; Stoner, Joseph S (2008): Susceptibility of IODP Site 303-U1308 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.808946, 
	In supplement to: Channell, JET et al. (2008): Age calibrated relative paleointensity for the last 1.5 Myr from IODP Site U1308 (North Atlantic). Earth and Planetary Science Letters, 274, 59-71, https://doi.org/10.1016/j.epsl.2008.07.005
Related to:	Channell, James E T; Hodell, David A (2013): Magnetic signatures of Heinrich-like detrital layers in the Quaternary of the North Atlantic. Earth and Planetary Science Letters, 369-370, 260-270, https://doi.org/10.1016/j.epsl.2013.03.034
	Channell, James E T; Hodell, David A; Romero, Oscar E; Hillaire-Marcel, Claude; de Vernal, Anne; Stoner, Joseph S; Mazaud, Alain; Röhl, Ursula (2012): A 750-kyr detrital-layer stratigraphy for the North Atlantic (IODP Sites U1302–U1303, Orphan Knoll, Labrador Sea). Earth and Planetary Science Letters, 317-318, 218-230, https://doi.org/10.1016/j.epsl.2011.11.029
	Hodell, David A; Channell, James E T; Curtis, Jason H; Romero, Oscar E; Röhl, Ursula (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Coverage:	LATITUDE: 49.877760 * LONGITUDE: -24.238110
	DATE/TIME START: 2004-10-30T00:00:00 * DATE/TIME END: 2004-10-30T00:00:00
	MINIMUM ELEVATION: -3871.0 m * MAXIMUM ELEVATION: -3871.0 m
Event(s):	303-U1308 * LATITUDE: 49.877760 * LONGITUDE: -24.238110 * DATE/TIME: 2004-10-30T00:00:00 * ELEVATION: -3871.0 m * PENETRATION: 1253.5 m * RECOVERY: 1246 m * LOCATION: North Atlantic Ocean * CAMPAIGN: Exp303 (North Atlantic Climate 1) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 134 cores; 1246.0 m cored; 7.5 m drilled; 95.4 % recovery
Parameter(s):	Depth, composite [mcd] (Depth comp) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html) * METHOD/DEVICE: Intercore correlation
	Magnetic susceptibility, volume [10**-6 SI] (kappa) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html)
	ARM Susceptibility/susceptibility ratio [A/m] (ARM/kappa) * PI: Channell, James E T (https://orcid.org/0000-0003-2382-3985, jetc@ufl.edu, http://www.geology.ufl.edu/Channell/index.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	32289 data points
*/
Depth comp [mcd]	kappa [10**-6 SI]	ARM/kappa [A/m]
39.55	457.2	3.106
39.56	471.6	3.101
39.57	488.4	3.072
39.58	502.0	3.064
39.59	521.1	3.019
39.60	542.8	2.959
39.61	555.1	2.957
39.62	567.6	2.949
39.63	581.4	2.935
39.64	598.9	2.908
39.65	624.7	2.853
39.66	655.4	2.784
39.67	683.3	2.733
39.68	704.6	2.711
39.69	652.6	2.665
39.70	667.3	2.614
39.71	673.7	2.604
39.72	666.4	2.628
39.73	647.6	2.662
39.74	618.4	2.691
39.75	569.6	2.740
39.78	502.8	1.735
39.79	523.7	1.920
39.80	525.7	2.070
39.81	527.6	2.139
39.82	536.8	2.112
39.83	555.2	2.019
39.84	569.2	1.930
39.85	578.4	1.851
39.86	592.5	1.773
39.87	616.6	1.683
39.88	636.6	1.623
39.89	648.8	1.588
39.90	651.4	1.574
39.91	645.7	1.580
39.92	644.2	1.572
39.93	647.7	1.552
39.94	655.6	1.514
39.95	673.4	1.444
39.96	698.9	1.348
39.97	748.6	1.202
39.98	834.0	1.022
39.99	923.2	0.860
40.00	917.8	0.808
40.01	832.5	0.836
40.02	773.9	0.848
40.03	788.6	0.778
40.04	830.3	0.675
40.05	875.0	0.569
40.06	902.7	0.479
40.07	914.8	0.404
40.08	930.9	0.346
40.09	951.4	0.304
40.10	979.1	0.285
40.11	1020.4	0.283
40.12	1047.8	0.295
40.13	1052.7	0.308
40.14	1055.4	0.314
40.15	1050.2	0.316
40.16	1053.7	0.305
40.17	1067.9	0.287
40.18	1095.5	0.264
40.19	1122.0	0.244
40.20	1118.5	0.245
40.21	1081.2	0.277
40.22	970.6	0.375
40.23	790.7	0.591
40.24	635.5	0.941
40.25	562.0	1.279
40.26	549.3	1.478
40.27	557.7	1.550
40.28	566.9	1.547
40.29	553.2	1.531
40.30	503.2	1.558
40.31	429.8	1.614
40.32	358.0	1.664
40.33	315.6	1.649
40.34	299.6	1.627
40.35	320.5	1.639
40.36	424.4	1.534
40.37	632.6	1.367
40.38	839.7	1.335
40.39	944.0	1.459
40.40	923.9	1.711
40.41	849.4	2.003
40.42	768.7	2.253
40.43	692.5	2.453
40.44	618.2	2.639
40.45	546.2	2.839
40.46	488.0	3.002
40.47	452.4	3.072
40.48	439.0	3.028
40.49	452.6	2.843
40.50	469.5	2.682
40.51	460.2	2.709
40.52	448.0	2.772
40.53	445.5	2.776
40.54	442.8	2.781
40.55	443.3	2.761
40.56	447.6	2.712
40.57	456.6	2.642
40.58	468.8	2.562
40.59	478.1	2.502
40.60	482.6	2.463
40.61	486.9	2.431
40.62	492.4	2.384
40.63	491.4	2.378
40.64	487.9	2.390
40.65	497.0	2.361
40.66	515.8	2.300
40.67	531.2	2.262
40.68	541.4	2.238
40.69	550.3	2.197
40.70	558.2	2.134
40.71	551.1	2.089
40.72	505.5	2.138
40.73	412.2	2.366
40.74	315.5	2.669
40.75	252.8	2.754
40.76	237.4	2.413
40.77	287.9	1.694
40.78	431.9	1.071
40.79	637.2	0.773
40.80	809.4	0.668
40.81	964.9	0.607
40.82	1114.5	0.537
40.83	1219.0	0.478
40.84	1272.7	0.429
40.85	1275.6	0.392
40.86	1262.2	0.364
40.87	1253.5	0.343
40.88	1224.8	0.334
40.89	1219.2	0.328
40.90	1263.2	0.314
40.91	1309.4	0.311
40.92	1345.0	0.320
40.93	1330.9	0.364
40.94	1228.7	0.466
40.95	1040.1	0.689
40.96	860.4	1.020
40.97	758.2	1.356
40.98	710.2	1.614
40.99	710.8	1.732
41.00	733.8	1.757
41.01	704.3	1.881
41.02	650.1	2.068
41.03	617.6	2.189
41.04	590.3	2.290
41.05	560.6	2.412
41.06	536.9	2.518
41.07	528.4	2.559
41.08	530.1	2.551
41.09	539.9	2.500
41.10	552.2	2.439
41.11	558.8	2.402
41.12	559.8	2.393
41.13	572.2	2.341
41.14	597.6	2.250
41.15	610.4	2.211
41.16	613.9	2.207
41.17	617.2	2.191
41.18	628.7	2.139
41.19	654.9	2.038
41.20	683.0	1.932
41.21	699.2	1.855
41.22	690.9	1.819
41.28	462.8	1.293
41.29	483.2	1.436
41.30	501.3	1.509
41.31	521.6	1.523
41.32	505.8	1.605
41.33	474.7	1.715
41.34	446.1	1.814
41.35	426.2	1.875
41.36	419.8	1.880
41.37	419.2	1.876
41.38	417.4	1.884
41.39	412.7	1.912
41.40	407.2	1.944
41.41	403.5	1.962
41.42	398.9	1.985
41.43	392.9	2.009
41.44	385.9	2.032
41.45	377.6	2.070
41.46	369.0	2.112
41.47	364.9	2.149
41.48	370.3	2.145
41.49	381.5	2.141
41.50	391.5	2.150
41.51	400.4	2.178
41.52	423.4	2.119
41.53	462.8	2.010
41.54	494.3	1.948
41.55	514.4	1.930
41.56	525.1	1.943
41.57	527.3	1.983
41.58	533.8	2.006
41.59	549.4	1.999
41.60	563.9	2.015
41.61	581.5	2.036
41.62	612.3	2.020
41.63	640.1	2.010
41.64	643.9	2.057
41.65	635.9	2.114
41.66	632.4	2.122
41.67	633.8	2.086
41.68	620.3	2.070
41.69	584.8	2.106
41.70	544.1	2.129
41.71	500.2	2.150
41.72	458.5	2.144
41.73	457.2	1.968
41.74	483.6	1.752
41.75	486.2	1.696
41.76	467.2	1.765
41.77	464.4	1.813
41.78	479.8	1.828
41.79	488.6	1.888
41.80	471.5	2.042
41.81	428.6	2.299
41.82	386.6	2.555
41.83	363.6	2.682
41.84	357.5	2.664
41.85	350.3	2.647
41.86	337.8	2.664
41.87	337.1	2.595
41.88	353.6	2.409
41.89	382.9	2.173
41.90	406.4	2.016
41.91	410.4	1.972
41.92	398.0	2.015
41.93	389.5	2.052
41.94	387.2	2.064
41.95	388.4	2.058
41.96	390.1	2.036
41.97	398.4	1.981
41.98	420.2	1.860
41.99	448.8	1.736
42.00	478.2	1.656
42.01	505.7	1.600
42.02	517.9	1.616
42.03	506.4	1.712
42.04	488.5	1.842
42.05	477.3	1.948
42.06	462.0	2.056
42.07	429.2	2.214
42.08	393.3	2.345
42.09	373.6	2.321
42.10	365.0	2.182
42.11	360.9	2.012
42.12	358.9	1.834
42.13	371.6	1.616
42.14	409.7	1.393
42.15	463.6	1.263
42.16	504.1	1.286
42.17	541.4	1.374
42.18	578.7	1.490
42.19	616.0	1.604
42.20	642.8	1.728
42.21	651.3	1.876
42.22	656.1	1.996
42.23	662.5	2.090
42.24	678.4	2.126
42.25	701.5	2.121
42.26	720.9	2.113
42.27	735.2	2.106
42.28	747.0	2.083
42.29	732.2	2.111
42.30	673.5	2.239
42.31	606.7	2.382
42.32	565.0	2.433
42.33	543.8	2.408
42.34	547.9	2.307
42.35	547.8	2.253
42.36	537.5	2.249
42.37	540.4	2.195
42.38	557.7	2.091
42.39	583.0	1.974
42.40	614.9	1.856
42.41	653.2	1.735
42.42	688.6	1.632
42.43	718.4	1.543
42.44	754.0	1.440
42.45	757.0	1.401
42.46	699.3	1.484
42.47	633.8	1.614
42.48	578.5	1.755
42.49	535.6	1.900
42.50	520.6	1.998
42.51	541.9	2.008
42.52	585.7	1.995
42.53	613.8	2.051
42.54	611.8	2.222
42.55	616.7	2.335
42.56	621.4	2.423
42.57	621.3	2.496
42.58	634.0	2.489
42.59	670.8	2.372
42.60	736.7	2.166
42.61	807.0	1.974
42.62	781.1	2.021
42.63	708.2	2.179
42.64	665.7	2.235
42.65	635.8	2.253
42.66	619.5	2.243
42.67	626.0	2.172
42.68	680.0	1.974
42.69	786.9	1.696
42.70	873.2	1.517
42.71	888.4	1.480
42.72	844.7	1.529
42.78	526.3	1.461
42.79	583.4	1.663
42.80	589.3	1.902
42.81	588.8	2.070
42.82	592.8	2.154
42.83	604.8	2.165
42.84	622.9	2.130
42.85	651.2	2.045
42.86	685.3	1.940
42.87	704.3	1.874
42.88	698.7	1.867
42.89	681.9	1.880
42.90	667.0	1.876
42.91	639.8	1.890
42.92	589.4	1.970
42.93	543.3	2.054
42.94	548.0	1.986
42.95	603.9	1.802
42.96	618.2	1.797
42.97	545.5	2.087
42.98	476.6	2.436
42.99	455.7	2.586
43.00	452.5	2.644
43.01	451.0	2.680
43.02	449.9	2.698
43.03	450.5	2.700
43.04	454.4	2.671
43.05	458.5	2.648
43.06	458.7	2.647
43.07	456.1	2.661
43.08	453.8	2.675
43.09	444.7	2.718
43.10	429.3	2.787
43.11	412.6	2.851
43.12	396.5	2.903
43.13	385.4	2.922
43.14	383.0	2.887
43.15	392.4	2.793
43.16	413.2	2.658
43.17	435.8	2.555
43.18	454.6	2.494
43.19	469.6	2.452
43.20	488.9	2.370
43.21	511.0	2.267
43.22	531.5	2.161
43.23	552.4	2.047
43.24	559.7	1.971
43.25	544.5	1.952
43.26	534.8	1.894
43.27	530.5	1.791
43.28	508.7	1.729
43.29	465.4	1.744
43.30	409.3	1.830
43.31	350.0	1.974
43.32	305.0	2.093
43.33	278.0	2.134
43.34	263.1	2.130
43.35	254.3	2.135
43.36	256.4	2.108
43.37	268.0	2.045
43.38	282.1	1.996
43.39	291.6	1.973
43.40	290.5	1.981
43.41	280.9	2.013
43.42	268.2	2.015
43.43	266.7	1.894
43.44	277.9	1.682
43.45	286.6	1.499
43.46	286.1	1.388
43.47	283.9	1.284
43.48	285.3	1.198
43.49	290.2	1.134
43.50	296.9	1.092
43.51	308.0	1.069
43.52	324.7	1.053
43.53	341.2	1.061
43.54	345.9	1.126
43.55	342.6	1.247
43.56	342.4	1.395
43.57	346.7	1.551
43.58	351.3	1.717
43.59	354.7	1.913
43.60	359.0	2.100
43.61	358.0	2.352
43.62	346.7	2.661
43.63	328.3	3.016
43.64	306.6	3.377
43.65	284.0	3.726
43.66	262.7	4.047
43.67	240.4	4.390
43.68	225.6	4.578
43.69	218.6	4.600
43.70	210.6	4.618
43.71	197.0	4.760
43.72	182.4	4.960
43.73	173.4	5.044
43.74	166.7	5.082
43.75	162.9	5.060
43.76	162.7	4.975
43.77	164.1	4.885
43.78	167.3	4.778
43.79	170.4	4.706
43.80	174.7	4.632
43.81	177.5	4.616
43.82	177.2	4.666
43.83	174.3	4.772
43.84	171.7	4.858
43.85	172.1	4.849
43.86	175.2	4.792
43.87	180.1	4.689
43.88	184.3	4.650
43.89	189.4	4.592
43.90	194.4	4.552
43.91	202.3	4.473
43.92	213.0	4.342
43.93	224.2	4.226
43.94	234.2	4.142
43.95	241.2	4.106
43.96	244.3	4.136
43.97	243.1	4.208
43.98	245.2	4.224
43.99	256.4	4.088
44.00	268.1	3.965
44.01	274.1	3.933
44.02	281.9	3.897
44.03	292.6	3.813
44.04	301.2	3.763
44.05	303.5	3.776
44.06	303.9	3.795
44.07	308.3	3.750
44.08	311.2	3.723
44.09	311.5	3.727
44.10	315.2	3.708
44.11	321.2	3.669
44.12	330.2	3.608
44.13	340.7	3.556
44.14	348.7	3.525
44.15	354.9	3.520
44.16	360.5	3.514
44.17	366.3	3.499
44.18	378.0	3.431
44.19	394.2	3.321
44.20	401.9	3.265
44.21	391.1	3.322
44.22	377.0	3.333
44.28	489.5	4.220
44.29	518.9	4.572
44.30	531.6	4.870
44.31	543.9	5.037
44.32	556.3	5.150
44.33	569.2	5.166
44.34	578.8	5.211
44.35	580.2	5.242
44.36	583.0	5.302
44.37	594.3	5.244
44.38	606.6	5.179
44.39	611.5	5.220
44.40	608.7	5.285
44.41	608.3	5.330
44.42	610.3	5.312
44.43	606.0	5.350
44.44	593.2	5.423
44.45	584.1	5.464
44.46	583.4	5.428
44.47	587.0	5.352
44.48	583.1	5.345
44.49	569.5	5.384
44.50	556.9	5.416
44.51	549.1	5.446
44.52	549.5	5.351
44.53	554.4	5.259
44.54	549.4	5.260
44.55	541.0	5.296
44.56	542.1	5.285
44.57	550.8	5.156
44.58	549.6	5.167
44.59	537.4	5.284
44.60	532.8	5.283
44.61	537.6	5.236
44.62	542.5	5.235
44.63	546.0	5.201
44.64	546.0	5.202
44.65	546.7	5.241
44.66	545.2	5.255
44.67	545.4	5.254
44.68	547.9	5.275
44.69	559.1	5.215
44.70	571.6	5.144
44.71	575.2	5.200
44.72	578.1	5.217
44.73	574.5	5.249
44.74	569.1	5.343
44.75	570.4	5.332
44.76	566.8	5.366
44.77	563.8	5.439
44.78	570.2	5.378
44.79	572.4	5.313
44.80	554.9	5.480
44.81	536.1	5.579
44.82	525.5	5.596
44.83	518.4	5.575
44.84	509.0	5.530
44.85	500.0	5.529
44.86	492.8	5.508
44.87	489.1	5.498
44.88	482.5	5.521
44.89	478.8	5.512
44.90	473.6	5.572
44.91	468.6	5.577
44.92	467.3	5.593
44.93	470.2	5.558
44.94	472.5	5.532
44.95	473.1	5.472
44.96	468.8	5.522
44.98	443.3	3.163
44.99	443.3	3.158
45.00	441.2	3.167
45.01	442.8	3.150
45.02	445.7	3.124
45.03	446.3	3.114
45.04	442.7	3.117
45.05	437.9	3.122
45.06	432.2	3.123
45.07	423.5	3.139
45.08	414.9	3.162
45.09	417.1	3.103
45.10	424.3	3.021
45.11	425.0	3.010
45.12	425.3	3.008
45.13	430.5	2.983
45.14	435.7	2.965
45.15	443.2	2.937
45.16	452.8	2.908
45.17	463.4	2.874
45.18	471.9	2.855
45.19	482.0	2.831
45.20	492.6	2.801
45.21	500.4	2.788
45.22	505.6	2.788
45.23	512.1	2.783
45.24	526.8	2.734
45.25	544.8	2.676
45.26	555.1	2.662
45.27	565.3	2.654
45.28	577.4	2.633
45.29	590.0	2.611
45.30	599.5	2.603
45.31	605.3	2.608
45.32	611.7	2.609
45.33	621.0	2.598
45.34	634.4	2.571
45.35	648.6	2.542
45.36	661.9	2.525
45.37	675.4	2.508
45.38	684.8	2.499
45.39	686.8	2.518
45.40	682.4	2.552
45.41	682.7	2.562
45.42	688.7	2.547
45.43	696.4	2.530
45.44	708.2	2.513
45.45	723.8	2.493
45.46	739.1	2.482
45.47	752.4	2.492
45.48	767.6	2.498
45.49	780.9	2.510
45.50	791.4	2.528
45.51	802.6	2.543
45.52	818.8	2.529
45.53	834.7	2.508
45.54	833.0	2.522
45.55	806.4	2.574
45.56	747.8	2.679
45.57	655.9	2.866
45.58	546.6	3.131
45.59	387.3	3.809
45.64	583.9	2.006
45.65	608.6	2.259
45.66	613.1	2.464
45.67	608.9	2.629
45.68	609.4	2.706
45.69	611.4	2.742
45.70	610.9	2.769
45.71	612.8	2.768
45.72	618.2	2.752
45.73	625.9	2.730
45.74	635.8	2.696
45.75	642.4	2.672
45.76	639.6	2.672
45.77	632.3	2.671
45.78	604.4	2.732
45.79	531.3	2.999
45.80	440.6	3.422
45.81	381.2	3.705
45.82	364.7	3.618
45.83	364.4	3.428
45.84	361.5	3.323
45.85	358.2	3.263
45.86	357.9	3.188
45.87	355.3	3.155
45.88	348.0	3.164
45.89	343.8	3.129
45.90	347.3	3.025
45.91	359.0	2.856
45.92	375.4	2.658
45.93	396.7	2.446
45.94	415.4	2.275
45.95	434.6	2.116
45.96	451.7	1.981
45.97	467.4	1.871
45.98	499.4	1.726
45.99	553.8	1.548
46.00	598.0	1.425
46.01	608.1	1.385
46.02	603.6	1.366
46.03	587.6	1.364
46.04	565.2	1.383
46.05	546.2	1.394
46.06	547.7	1.354
46.07	558.6	1.291
46.08	560.0	1.257
46.09	557.4	1.231
46.10	555.4	1.204
46.11	527.3	1.239
46.12	493.7	1.303
46.13	484.4	1.323
46.14	487.8	1.329
46.15	497.2	1.340
46.16	518.9	1.322
46.17	541.1	1.310
46.18	576.9	1.268
46.19	678.4	1.100
46.20	866.9	0.876
46.21	901.5	0.847
46.22	714.0	1.074
46.23	576.3	1.317
46.24	523.4	1.421
46.25	502.0	1.452
46.26	489.4	1.458
46.27	483.0	1.457
46.28	484.3	1.443
46.29	499.5	1.404
46.30	527.4	1.349
46.31	545.6	1.327
46.32	523.6	1.402
46.33	491.4	1.493
46.34	472.4	1.522
46.35	460.9	1.510
46.36	459.4	1.455
46.37	465.4	1.377
46.38	462.5	1.326
46.39	445.0	1.333
46.40	431.2	1.329
46.41	418.8	1.332
46.42	407.3	1.339
46.43	402.5	1.330
46.44	404.6	1.304
46.45	409.9	1.282
46.46	415.4	1.264
46.47	421.6	1.252
46.48	436.0	1.222
46.49	458.1	1.185
46.50	474.3	1.176
46.51	471.9	1.214
46.52	467.2	1.253
46.53	468.9	1.265
46.54	479.2	1.248
46.55	497.4	1.208
46.56	532.5	1.137
46.57	614.4	1.006
46.58	704.8	0.906
46.59	735.3	0.902
46.60	718.4	0.955
46.61	643.3	1.098
46.62	586.6	1.238
46.63	564.2	1.323
46.64	560.2	1.395
46.65	547.0	1.521
46.66	527.4	1.692
46.67	516.9	1.857
46.68	510.6	2.013
46.69	510.3	2.138
46.70	514.0	2.245
46.71	517.7	2.335
46.72	527.8	2.390
46.73	548.8	2.386
46.74	557.7	2.433
46.75	538.4	2.614
46.76	517.4	2.798
46.77	506.0	2.921
46.78	491.4	3.038
46.79	461.0	3.238
46.80	433.0	3.419
46.81	421.5	3.464
46.82	423.4	3.383
46.83	421.6	3.326
46.84	407.4	3.362
46.85	392.4	3.421
46.86	380.8	3.471
46.87	372.3	3.524
46.88	372.5	3.495
46.89	383.2	3.391
46.90	393.9	3.318
46.91	396.2	3.337
46.92	395.5	3.381
46.93	400.9	3.379
46.94	417.0	3.297
46.95	443.0	3.166
46.96	468.7	3.067
46.97	482.1	3.060
46.98	488.5	3.102
46.99	494.4	3.131
47.00	501.3	3.143
47.01	514.0	3.120
47.02	537.3	3.045
47.03	557.2	3.018
47.04	570.3	3.032
47.05	585.0	3.029
47.06	606.7	2.970
47.07	625.0	2.891
47.08	610.6	2.898
47.14	557.0	2.076
47.15	627.4	2.295
47.16	652.5	2.554
47.17	668.2	2.750
47.18	681.9	2.860
47.19	693.6	2.928
47.20	699.6	2.978
47.21	692.0	3.058
47.22	679.9	3.128
47.23	671.5	3.152
47.24	647.3	3.223
47.25	586.7	3.457
47.26	524.6	3.727
47.27	490.8	3.835
47.28	479.8	3.803
47.29	482.1	3.706
47.30	496.0	3.567
47.31	509.6	3.462
47.32	511.3	3.456
47.33	507.5	3.481
47.34	505.0	3.498
47.35	510.9	3.468
47.36	520.2	3.421
47.37	528.9	3.383
47.38	541.8	3.326
47.39	557.9	3.257
47.40	572.0	3.208
47.41	584.6	3.160
47.42	596.6	3.113
47.43	605.5	3.076
47.44	607.3	3.066
47.45	600.4	3.085
47.46	577.4	3.173
47.47	545.8	3.302
47.48	522.5	3.381
47.49	516.5	3.348
47.50	518.0	3.275
47.51	507.8	3.286
47.52	496.0	3.299
47.53	486.3	3.292
47.54	475.4	3.293
47.55	461.6	3.305
47.56	446.5	3.327
47.57	424.9	3.395
47.58	399.5	3.523
47.59	414.2	3.368
47.60	478.3	2.958
47.61	529.8	2.775
47.62	556.1	2.762
47.63	568.0	2.801
47.64	576.5	2.834
47.65	584.8	2.845
47.66	591.3	2.852
47.67	592.7	2.867
47.68	587.2	2.898
47.69	581.0	2.924
47.70	580.8	2.912
47.71	587.0	2.873
47.72	594.8	2.831
47.73	596.0	2.817
47.74	593.3	2.813
47.75	584.1	2.818
47.76	574.8	2.807
47.77	563.4	2.784
47.78	548.2	2.769
47.79	535.6	2.731
47.80	520.7	2.698
47.81	496.0	2.721
47.82	467.8	2.777
47.83	439.4	2.866
47.84	418.6	2.942
47.85	396.9	3.046
47.86	362.7	3.291
47.87	324.9	3.635
47.88	299.6	3.901
47.89	285.0	4.048
47.90	275.8	4.110
47.91	268.1	4.153
47.92	261.0	4.199
47.93	266.6	4.083
47.94	279.8	3.908
47.95	289.6	3.837
47.96	295.8	3.815
47.97	298.0	3.838
47.98	301.8	3.806
47.99	307.7	3.732
48.00	314.9	3.639
48.01	314.6	3.635
48.02	305.7	3.724
48.03	297.5	3.801
48.04	304.2	3.718
48.05	326.4	3.496
48.06	348.9	3.335
48.07	363.0	3.275
48.08	369.4	3.286
48.09	368.9	3.345
48.10	371.2	3.365
48.11	382.3	3.300
48.12	396.7	3.218
48.13	410.3	3.161
48.14	423.8	3.114
48.15	441.2	3.042
48.16	457.3	2.984
48.17	468.8	2.954
48.18	476.9	2.946
48.19	483.8	2.945
48.20	494.6	2.917
48.21	511.6	2.864
48.22	530.1	2.807
48.23	542.9	2.782
48.24	547.6	2.795
48.25	553.5	2.802
48.26	561.2	2.785
48.27	564.6	2.791
48.28	572.3	2.771
48.29	588.6	2.712
48.30	609.6	2.638
48.31	637.1	2.560
48.32	656.8	2.526
48.33	661.1	2.551
48.34	658.2	2.585
48.35	651.8	2.614
48.36	638.3	2.658
48.37	615.3	2.733
48.38	591.6	2.817
48.39	584.4	2.830
48.40	601.8	2.744
48.41	637.6	2.606
48.42	655.1	2.551
48.43	612.0	2.718
48.44	549.0	2.958
48.45	506.4	3.077
48.46	473.9	3.139
48.47	452.0	3.147
48.48	445.0	3.072
48.49	430.1	3.050
48.50	408.4	3.053
48.51	408.9	2.889
48.52	431.9	2.601
48.53	465.5	2.322
48.54	500.6	2.104
48.55	533.7	1.931
48.56	555.9	1.817
48.57	563.5	1.744
48.58	552.9	1.705
48.64	256.4	1.147
48.65	259.0	1.563
48.66	257.2	1.964
48.67	253.8	2.308
48.68	254.0	2.532
48.69	250.9	2.735
48.70	250.9	2.875
48.71	248.8	3.010
48.72	247.2	3.141
48.73	245.7	3.274
48.74	243.5	3.427
48.75	239.1	3.627
48.76	239.8	3.773
48.77	237.2	4.004
48.78	236.1	4.215
48.79	235.0	4.405
48.80	233.1	4.551
48.81	231.9	4.596
48.82	228.6	4.628
48.83	228.2	4.570
48.84	224.8	4.629
48.85	224.3	4.751
48.86	222.7	5.000
48.87	221.3	5.327
48.88	219.2	5.676
48.89	216.1	6.060
48.90	215.8	6.372
48.91	213.8	6.700
48.92	212.7	6.958
48.93	211.0	7.231
48.94	209.6	7.507
48.95	206.9	7.873
48.96	205.6	8.154
48.97	203.6	8.383
48.98	202.8	8.491
48.99	200.2	8.613
49.00	199.5	8.604
49.01	197.9	8.546
49.02	195.7	8.425
49.03	193.7	8.238
49.04	191.7	8.038
49.05	190.2	7.849
49.06	189.0	7.674
49.07	187.2	7.517
49.08	185.6	7.366
49.09	182.6	7.282
49.10	182.3	7.074
49.11	179.7	6.951
49.12	179.1	6.736
49.13	177.4	6.587
49.14	175.5	6.459
49.15	173.0	6.408
49.16	172.8	6.329
49.17	169.5	6.463
49.18	169.1	6.568
49.19	167.2	6.748
49.20	165.6	6.875
49.21	163.4	7.014
49.22	162.0	7.216
49.23	160.2	7.575
49.24	158.0	8.065
49.25	156.8	8.460
49.26	155.0	8.802
49.27	153.2	9.054
49.28	152.1	9.220
49.29	149.2	9.482
49.30	148.6	9.589
49.31	145.7	9.800
49.32	145.0	9.740
49.33	143.0	9.616
49.34	141.7	9.312
49.35	139.2	9.028
49.36	137.4	8.723
49.37	136.5	8.506
49.38	133.9	8.538
49.39	132.9	8.491
49.40	131.4	8.418
49.41	129.0	8.281
49.42	128.2	7.941
49.43	124.8	7.715
49.44	124.5	7.389
49.45	121.1	7.345
49.46	121.2	7.216
49.47	119.0	7.307
49.48	117.6	7.396
49.49	114.4	7.599
49.50	113.8	7.577
49.51	111.4	7.622
49.52	110.6	7.501
49.53	108.8	7.347
49.54	107.2	7.104
49.55	105.1	6.838
49.56	103.3	6.498
49.57	101.7	6.176
49.58	99.0	6.040
49.59	98.3	5.908
49.60	96.5	5.990
49.61	94.7	6.158
49.62	93.3	6.414
49.63	90.0	6.896
49.64	89.5	7.188
49.65	86.8	7.673
49.66	86.4	7.995
49.67	84.5	8.479
49.68	82.7	8.908
49.69	79.5	9.420
49.70	79.1	9.562
49.71	76.0	10.057
49.72	75.7	10.225
49.73	73.6	10.619
49.74	71.8	11.025
49.75	70.2	11.452
49.76	67.8	12.012
49.77	66.4	12.415
49.78	64.2	12.956
49.79	63.1	13.214
49.80	61.5	13.568
49.81	59.3	13.980
49.82	57.9	14.202
49.83	54.7	14.788
49.84	54.6	14.636
49.85	51.4	15.393
49.86	50.9	15.494
49.87	48.7	16.190
49.88	46.6	16.764
49.89	44.5	17.382
49.90	43.0	17.574
49.91	40.7	18.146
49.92	39.7	18.035
49.93	38.0	18.260
49.94	36.3	18.601
49.95	34.5	19.136
49.96	32.4	20.118
49.97	29.7	21.645
49.98	28.9	22.153
49.99	26.7	23.992
50.00	25.4	25.001
50.01	23.7	26.720
50.02	21.7	29.174
50.03	18.8	33.739
50.04	17.9	35.576
50.05	15.5	41.097
50.06	14.2	44.966
50.07	12.5	50.683
50.08	10.6	58.536
50.14	199.8	2.490
50.15	250.6	2.397
50.16	277.0	2.468
50.17	287.0	2.583
50.18	284.5	2.720
50.19	277.3	2.855
50.20	271.8	2.922
50.21	258.3	3.046
50.22	237.1	3.243
50.23	223.2	3.356
50.24	225.2	3.226
50.25	227.2	3.087
50.26	217.8	3.093
50.27	228.9	2.822
