/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Delmonte, Barbara; Petit, Jean Robert; Bigler, Matthias; Kaufmann, Patrik R; Hutterli, Manuel A; Stocker, Thomas F; Ruth, Urs; Steffensen, Jørgen Peder; Maggi, Valter (2008): Dust concentration measured with a laser particle counter of ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.695985, 
	In supplement to: Lambert, F et al. (2008): Dust-climate couplings over the past 800,000 years from the EPICA Dome C ice core. Nature, 452, 616-619, https://doi.org/10.1038/nature06763
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 3188.90 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Dust concentration [µg/kg] (Dust conc) * PI: Stocker, Thomas F (https://orcid.org/0000-0003-1245-2728, thomas.stocker@climate.unibe.ch) * METHOD/DEVICE: Laser particle counter, KLOTZ
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10326 data points
*/
Depth ice/snow [m]	Age model [ka]	Dust conc [µg/kg]
3021.15	608.079	14.09
3021.70	608.674	11.97
3022.25	609.269	27.22
3022.80	609.854	11.03
3023.35	610.425	18.39
3023.90	610.985	22.99
3024.45	611.541	26.84
3025.00	612.130	13.04
3025.55	612.717	15.14
3026.10	613.310	17.19
3026.65	613.878	36.10
3027.20	614.466	22.24
3027.75	615.060	25.11
3028.30	615.672	24.19
3028.85	616.273	25.70
3029.40	616.895	32.58
3029.95	617.533	39.29
3030.50	618.205	47.86
3031.05	618.904	32.08
3031.60	619.576	33.26
3032.15	620.278	30.34
3032.70	620.950	26.70
3033.25	621.644	32.37
3033.80	622.342	27.30
3034.35	623.054	40.96
3034.90	623.796	42.73
3035.45	624.562	53.27
3036.55	626.073	49.46
3037.10	626.800	87.65
3037.65	627.597	100.34
3038.20	628.490	143.36
3038.75	629.486	318.95
3039.30	630.645	513.27
3039.85	631.964	439.11
3040.40	633.312	391.48
3040.95	634.676	860.63
3041.50	635.956	801.39
3042.05	637.310	557.72
3042.60	638.664	626.94
3043.15	639.948	796.97
3043.70	641.262	770.55
3044.25	642.589	597.16
3044.80	643.907	177.63
3045.35	645.119	186.99
3045.90	646.222	217.61
3046.45	647.328	283.10
3047.00	648.431	228.42
3047.55	649.522	140.62
3048.10	650.556	215.28
3048.65	651.553	103.03
3049.20	652.589	229.50
3049.75	653.588	139.98
3050.30	654.607	120.98
3050.85	655.611	89.77
3051.40	656.550	109.98
3051.95	657.420	113.37
3052.50	658.255	163.14
3053.05	659.093	327.79
3053.60	659.970	222.37
3054.15	660.865	365.13
3054.70	661.743	201.83
3055.25	662.653	130.00
3055.80	663.513	199.58
3056.35	664.289	524.32
3056.90	665.075	715.17
3057.45	665.887	803.74
3058.00	666.722	718.65
3058.55	667.546	618.00
3059.10	668.348	457.56
3059.65	669.129	142.54
3060.20	669.852	104.88
3060.75	670.509	117.59
3061.30	671.102	153.04
3061.85	671.706	128.74
3062.40	672.290	238.83
3062.95	672.908	241.15
3063.50	673.520	157.86
3064.05	674.132	104.18
3064.60	674.722	101.70
3065.15	675.293	93.00
3065.70	675.849	58.26
3066.25	676.364	55.13
3066.80	676.871	68.89
3067.35	677.330	113.38
3067.90	677.788	141.82
3068.45	678.267	63.25
3069.00	678.780	139.54
3069.55	679.269	80.27
3070.10	679.721	36.88
3070.65	680.122	46.52
3071.20	680.542	82.85
3071.75	680.987	151.76
3072.30	681.449	126.33
3072.85	681.935	82.80
3073.40	682.433	71.05
3073.95	682.912	48.92
3074.50	683.371	67.25
3075.05	683.792	70.97
3075.60	684.198	77.69
3076.15	684.610	86.86
3076.70	685.025	74.53
3077.25	685.431	64.91
3077.80	685.823	62.76
3078.35	686.211	65.92
3078.90	686.589	61.73
3079.45	686.965	67.48
3080.00	687.342	52.22
3080.55	687.708	75.85
3081.10	688.070	70.27
3081.65	688.435	39.62
3082.20	688.786	44.89
3082.75	689.136	46.86
3083.30	689.486	43.16
3083.85	689.836	41.87
3084.40	690.193	44.93
3084.95	690.540	39.31
3085.50	690.880	23.65
3086.05	691.219	28.80
3086.60	691.562	31.97
3087.15	691.888	35.79
3087.70	692.210	20.60
3088.25	692.539	31.91
3088.80	692.871	37.83
3089.35	693.188	15.40
3089.90	693.514	14.22
3090.45	693.830	20.38
3091.00	694.129	12.72
3091.55	694.439	19.19
3092.10	694.761	27.47
3092.65	695.072	19.62
3093.20	695.392	12.13
3093.75	695.713	19.49
3094.30	696.030	11.30
3094.85	696.351	16.30
3095.40	696.673	13.69
3095.95	696.992	13.82
3096.50	697.310	14.25
3097.05	697.637	16.36
3097.60	697.970	18.12
3098.15	698.299	28.50
3098.70	698.634	17.91
3099.25	698.974	21.76
3099.80	699.317	27.63
3100.35	699.665	26.11
3100.90	700.027	32.54
3101.45	700.404	18.00
3102.00	700.784	14.19
3102.55	701.177	19.72
3103.10	701.564	12.53
3103.65	701.952	32.38
3104.20	702.339	20.17
3104.75	702.719	19.35
3105.30	703.114	17.42
3105.85	703.529	22.39
3106.40	703.956	16.50
3106.95	704.384	25.96
3107.50	704.825	25.78
3108.05	705.287	25.33
3108.60	705.770	31.74
3109.15	706.270	45.42
3109.70	706.780	104.18
3110.25	707.312	147.79
3110.80	707.870	17.50
3111.35	708.436	51.19
3111.90	709.011	33.39
3112.45	709.591	31.05
3113.00	710.178	40.11
3113.55	710.806	56.09
3114.10	711.436	34.90
3114.65	712.087	196.57
3115.20	712.743	134.20
3115.75	713.410	31.48
3116.30	714.092	37.48
3116.85	714.808	94.19
3117.40	715.479	38.66
3117.95	716.162	359.34
3118.50	716.860	379.79
3119.05	717.625	326.45
3119.60	718.378	205.46
3120.15	719.147	119.83
3120.70	720.001	164.14
3121.25	720.764	355.28
3121.80	721.643	645.34
3122.35	722.534	435.87
3122.90	723.478	374.19
3123.45	724.233	56.53
3124.00	724.982	153.95
3125.10	726.535	261.80
3125.65	727.213	91.53
3126.20	727.948	69.99
3126.75	728.662	74.47
3127.30	729.369	55.42
3127.85	730.050	79.20
3128.40	730.709	65.49
3128.95	731.331	84.74
3131.15	733.803	115.91
3131.70	734.327	52.31
3132.25	734.843	103.45
3132.80	735.336	55.95
3133.35	735.855	45.28
3133.90	736.355	43.51
3134.45	736.837	45.75
3135.00	737.354	52.14
3135.55	737.809	65.58
3136.10	738.294	146.02
3136.65	738.799	127.52
3137.20	739.277	144.54
3137.75	739.778	204.70
3138.30	740.294	269.48
3138.85	740.867	948.73
3139.40	741.465	924.28
3139.95	742.086	843.83
3140.50	742.707	911.00
3141.05	743.325	831.40
3141.60	743.934	593.19
3142.15	744.545	566.77
3142.70	745.171	325.02
3143.25	745.782	509.31
3143.80	746.375	254.14
3144.35	746.947	324.70
3144.90	747.520	298.95
3145.45	748.091	345.68
3146.00	748.642	170.00
3146.55	749.203	136.74
3147.10	749.766	91.13
3147.65	750.322	149.79
3148.20	750.878	122.68
3148.75	751.428	118.02
3149.30	751.990	114.23
3149.85	752.561	138.83
3150.40	753.139	95.95
3150.95	753.716	76.91
3151.50	754.300	79.22
3152.05	754.886	74.26
3152.60	755.475	48.65
3153.15	756.060	34.20
3153.70	756.643	37.29
3154.25	757.220	44.86
3154.80	757.758	40.99
3155.90	758.757	54.34
3156.45	759.282	42.78
3157.00	759.838	38.19
3157.55	760.417	79.20
3158.10	761.022	83.62
3158.65	761.692	58.56
3159.20	762.387	48.87
3159.75	763.083	51.71
3160.30	763.761	32.08
3160.85	764.399	23.80
3161.95	765.628	124.24
3162.50	766.238	125.45
3163.05	766.880	172.32
3163.60	767.558	116.07
3164.15	768.299	81.39
3164.70	769.072	59.55
3165.25	769.831	16.14
3165.80	770.559	19.34
3166.35	771.249	13.14
3166.90	771.907	10.88
3167.45	772.553	114.39
3168.00	773.239	104.46
3168.55	773.957	47.88
3169.10	774.703	36.31
3169.65	775.442	24.23
3170.20	776.159	14.52
3170.75	776.861	36.21
3171.30	777.536	48.33
3171.85	778.201	42.26
3172.40	778.873	26.64
3172.95	779.549	15.39
3173.50	780.209	12.80
3174.05	780.863	15.70
3174.60	781.519	19.61
3176.25	783.528	112.38
3176.80	784.173	131.82
3177.35	784.830	60.39
3177.90	785.470	108.90
3178.45	786.105	60.88
3179.00	786.706	37.79
3179.55	787.298	47.27
3180.10	787.885	119.39
3180.65	788.442	103.91
3181.20	789.019	124.49
3181.75	789.635	85.70
3182.30	790.282	88.53
3182.85	790.937	45.93
3183.40	791.618	77.31
3183.95	792.331	197.93
3184.50	793.079	204.95
3185.05	793.876	227.63
3185.60	794.708	239.27
3186.15	795.556	384.18
3186.70	796.449	523.01
3187.25	797.408	634.73
3187.80	798.443	801.36
3188.35	799.501	1058.40
3188.90	800.589	663.79
