ID;Niveau principal;Sous-niveau;Entité;Symbole ou formule;Type d'entrée;Statut;Composition ou description;Architecture ou état;Réservoirs typiques;Stabilité ou durée;Accessibilité;Mobilisabilité;Source URL;type_registre
MAT-00227;Molécules et assemblages chimiques;Hydrocarbure;Éthane;C2H6;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 8;Gaz, liquide;Atmosphères, glaces, industrie;Alcane simple;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00228;Molécules et assemblages chimiques;Hydrocarbure aromatique;Benzène;C6H6;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 12;Liquide, gaz;Milieu interstellaire, atmosphères, industrie;Cycle aromatique;Variable selon milieu et concentration;Non quantifié;https://molecules-in.space/;ENT
MAT-00229;Molécules et assemblages chimiques;Hydrocarbure aromatique polycyclique;Indène;C9H8;Entité ou catalogue;Confirmé dans le milieu interstellaire;Nombre d'atomes ou taille: 17;Molécule aromatique;Nuages froids, combustion;PAH bicyclique;Variable selon milieu et concentration;Non quantifié;https://molecules-in.space/;ENT
MAT-00230;Molécules et assemblages chimiques;Hydrocarbure aromatique polycyclique;Phénalène;C13H10;Entité ou catalogue;Confirmé en 2025;Nombre d'atomes ou taille: 23;Molécule aromatique;Milieu interstellaire;PAH à trois cycles;Variable selon milieu et concentration;Non quantifié;https://molecules-in.space/;ENT
MAT-00231;Molécules et assemblages chimiques;Hydrocarbure aromatique polycyclique;Cyanocoronène;C24H11CN;Entité ou catalogue;Confirmé en 2025;Nombre d'atomes ou taille: 36;Molécule aromatique;Milieu interstellaire;Grand PAH nitrilé;Variable selon milieu et concentration;Non quantifié;https://molecules-in.space/;ENT
MAT-00232;Molécules et assemblages chimiques;Fullerène;Buckminsterfullerène;C60;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 60;Cage carbonée;Nébuleuses, solides carbonés, laboratoire;Allotrope moléculaire du carbone;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00233;Molécules et assemblages chimiques;Fullerène;Fullerène C70;C70;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 70;Cage carbonée;Nébuleuses, laboratoire;Allotrope moléculaire du carbone;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00234;Molécules et assemblages chimiques;Cycle oxygéné;Oxyde de propylène;C3H6O;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 10;Liquide, gaz;Milieu interstellaire, industrie;Première molécule chirale détectée dans l'espace;Variable selon milieu et concentration;Non quantifié;https://molecules-in.space/;ENT
MAT-00235;Molécules et assemblages chimiques;Sucre;Glycolaldéhyde;HOCH2CHO;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 8;Solide ou liquide, gaz;Nuages, météorites, chimie prébiotique;Sucre simple;Variable selon milieu et concentration;Non quantifié;https://molecules-in.space/;ENT
MAT-00236;Molécules et assemblages chimiques;Polyol;Éthylène glycol;HOCH2CH2OH;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 10;Liquide, glace, gaz;Nuages, comètes, industrie;Diol organique;Variable selon milieu et concentration;Non quantifié;https://molecules-in.space/;ENT
MAT-00237;Molécules et assemblages chimiques;Acide aminé;Glycine;NH2CH2COOH;Entité ou catalogue;Confirmé hors détection interstellaire incontestable;Nombre d'atomes ou taille: 10;Solide, solution;Météorites, organismes, laboratoire;Acide aminé le plus simple;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00238;Molécules et assemblages chimiques;Acide aminé;Alanine;C3H7NO2;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 13;Solide, solution;Organismes, météorites, laboratoire;Acide aminé protéinogène;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00239;Molécules et assemblages chimiques;Base azotée;Adénine;C5H5N5;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 15;Solide;Organismes, météorites, laboratoire;Base de l'ADN et de l'ARN;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00240;Molécules et assemblages chimiques;Base azotée;Guanine;C5H5N5O;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 16;Solide;Organismes, météorites, laboratoire;Base de l'ADN et de l'ARN;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00241;Molécules et assemblages chimiques;Base azotée;Cytosine;C4H5N3O;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 13;Solide;Organismes, laboratoire;Base de l'ADN et de l'ARN;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00242;Molécules et assemblages chimiques;Base azotée;Thymine;C5H6N2O2;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 15;Solide;Organismes, laboratoire;Base de l'ADN;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00243;Molécules et assemblages chimiques;Base azotée;Uracile;C4H4N2O2;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 12;Solide;Organismes, météorites, laboratoire;Base de l'ARN;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00244;Molécules et assemblages chimiques;Nucléoside;Ribose-adénosine;C10H13N5O4;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 32;Molécule biologique;Cellules;Nucléoside de l'ARN;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00245;Molécules et assemblages chimiques;Nucléotide;ATP;C10H16N5O13P3;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 47;Ion et complexe hydraté;Cellules;Vecteur énergétique biologique;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00246;Molécules et assemblages chimiques;Polymère biologique;ADN;polymère de désoxyribonucléotides;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Double hélice et autres conformations;Cellules, virus, laboratoire;Support héréditaire;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00247;Molécules et assemblages chimiques;Polymère biologique;ARN;polymère de ribonucléotides;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Chaînes repliées;Cellules, virus, laboratoire;Information, catalyse, régulation;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00248;Molécules et assemblages chimiques;Polymère biologique;Protéines;polymères d'acides aminés;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Structures primaire à quaternaire;Cellules, tissus, virus;Machines et structures biologiques;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00249;Molécules et assemblages chimiques;Lipide;Phospholipides;divers;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Bicouches, micelles;Membranes biologiques;Frontières compartimentaires;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00250;Molécules et assemblages chimiques;Glucide;Cellulose;(C6H10O5)n;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Fibrilles cristallines et amorphes;Plantes, biomatériaux;Polymère biologique structural;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00251;Molécules et assemblages chimiques;Glucide;Chitine;(C8H13O5N)n;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Fibrilles;Arthropodes, champignons;Polymère biologique structural;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00252;Molécules et assemblages chimiques;Pigment biologique;Chlorophylle a;C55H72MgN4O5;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 137;Complexe organomagnésien;Organismes photosynthétiques;Capture de lumière;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00253;Molécules et assemblages chimiques;Cofacteur;Hème b;C34H32FeN4O4;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: 75;Complexe organométallique;Protéines, organismes;Transport d'électrons et d'oxygène;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00254;Molécules et assemblages chimiques;Polymère synthétique;Polyéthylène;(C2H4)n;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Solide semi-cristallin;Technosphère;Polymère industriel;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00255;Molécules et assemblages chimiques;Polymère synthétique;Polypropylène;(C3H6)n;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Solide semi-cristallin;Technosphère;Polymère industriel;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00256;Molécules et assemblages chimiques;Polymère synthétique;PVC;(C2H3Cl)n;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Solide amorphe ou semi-cristallin;Technosphère;Polymère chloré;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00257;Molécules et assemblages chimiques;Polymère synthétique;PET;(C10H8O4)n;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Solide semi-cristallin;Technosphère;Polyester industriel;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00258;Molécules et assemblages chimiques;Polymère synthétique;PTFE;(C2F4)n;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Solide cristallin;Technosphère;Polymère fluoré;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00259;Molécules et assemblages chimiques;Réseau covalent;Diamant;C;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Cristal covalent;Planètes, météorites, laboratoire;Allotrope du carbone;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00260;Molécules et assemblages chimiques;Réseau covalent;Graphite;C;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Feuillets graphitiques;Planètes, poussières, laboratoire;Allotrope du carbone;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00261;Molécules et assemblages chimiques;Réseau covalent;Silice;SiO2;Entité ou catalogue;Confirmé;Nombre d'atomes ou taille: Variable;Quartz, verre, polymorphes;Roches, poussières, technosphère;Réseau minéral majeur;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00262;Molécules et assemblages chimiques;Catalogue dynamique;Molécules interstellaires observées;divers;Entité ou catalogue;352 espèces recensées au 16 juillet 2026;Nombre d'atomes ou taille: 2 à plus de 70 atomes;Gaz, glaces, grains;Milieu interstellaire et circumstellaire;Registre ouvert, statut de chaque détection à vérifier;Variable selon milieu et concentration;Non quantifié;https://molecules-in.space/;ENT
MAT-00263;Molécules et assemblages chimiques;Catalogue dynamique;Structures chimiques PubChem;divers;Entité ou catalogue;Catalogue ouvert;Nombre d'atomes ou taille: Variable;Toutes classes chimiques;Laboratoires, nature, industrie;Le nombre de structures dépasse toute liste fermée;Variable selon milieu et concentration;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;ENT
MAT-00264;États et phases;Phase classique;Solide cristallin;;Phase;Confirmé;Ordre périodique à longue portée;Température et pression compatibles avec le réseau;Minéraux, métaux, glaces;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00265;États et phases;Phase classique;Solide amorphe;;Phase;Confirmé;Absence d'ordre périodique à longue portée;Refroidissement rapide ou frustration structurale;Verres, poussières, polymères;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00266;États et phases;Phase classique;Verre;;Phase;Confirmé;Solide amorphe hors équilibre;Refroidissement sous la température de transition vitreuse;Silicates, polymères, glaces amorphes;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00267;États et phases;Phase classique;Liquide;;Phase;Confirmé;Ordre local et écoulement;Entre fusion et vaporisation selon pression;Océans, magmas, fluides industriels;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00268;États et phases;Phase classique;Gaz;;Phase;Confirmé;Particules faiblement liées;Faible densité ou haute température;Atmosphères, milieu interstellaire;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00269;États et phases;Phase ionisée;Plasma thermique;;Phase;Confirmé;Ions et électrons quasi libres proches d'un équilibre thermique;Haute température;Étoiles, arcs, foudre;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00270;États et phases;Phase ionisée;Plasma non thermique;;Phase;Confirmé;Électrons plus énergétiques que les espèces lourdes;Décharges, rayonnement, faibles densités;Ionosphères, laboratoires;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00271;États et phases;Phase supercritique;Fluide supercritique;;Phase;Confirmé;Continuité entre liquide et gaz au-delà du point critique;Température et pression supérieures au point critique;Intérieurs planétaires, procédés industriels;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
